,borough,neighborhood,block,lot,easement,building_class_present,address,zip_code,commmercial_units,land_sq_feet,gross_sq_feet,year_built,sale_price,sale_date
274150,4,BAYSIDE,6008,19,,A2,27-03 LITTLE NECK BLVD,11360,0,10000,2376,1960,985000,2012-12-21
274151,4,BAYSIDE,6008,34,,A2,24-45 LITTLE NECK BLVD,11360,0,8296,2180,1960,950000,2012-10-22
274152,4,BAYSIDE,6010,3,,A1,210-21 29TH   AVENUE,11360,0,5034,2808,1989,0,2012-01-27
274153,4,BAYSIDE,6011,29,,A1,28-24 212TH STREET,11360,0,5000,2496,1950,735000,2012-05-17
274154,4,BAYSIDE,6013,43,,A1,213-15 29TH AVENUE,11360,0,10483,2560,1910,0,2012-05-30
274155,4,BAYSIDE,6015,67,,A1,214-11 29TH   AVENUE,11360,0,7625,2765,1920,0,2012-07-30
274156,4,BAYSIDE,6019,56,,A1,28-31 LITTLE NECK BLVD,11360,0,3696,1624,1965,660000,2012-11-16
274157,4,BAYSIDE,6019,59,,A1,28-35 LITTLE NECK BOULEVAR,11360,0,3960,1624,1965,715000,2012-04-26
274158,4,BAYSIDE,6019,59,,A1,28-35 LITTLE NECK BOULEVAR,11360,0,3960,1624,1965,0,2012-04-25
274159,4,BAYSIDE,6019,71,,A1,216-23 28TH   ROAD,11360,0,9600,1944,1910,1180000,2012-12-13
274160,4,BAYSIDE,6020,32,,A5,198-29 30TH AVENUE,11358,0,1794,1016,1945,480000,2012-12-12
274161,4,BAYSIDE,6021,12,,A5,198-24 30 AVENUE,11358,0,1948,1160,1940,200000,2012-12-28
274162,4,BAYSIDE,6022,11,,A1,29-12 200TH STREET,11360,0,2442,1876,1930,0,2012-03-23
274163,4,BAYSIDE,6023,24,,S1,200-17 32 AVENUE,11361,1,1900,2200,1931,677500,2012-12-27
274164,4,BAYSIDE,6025,26,,A5,198-27 33RD   AVENUE,11358,0,2000,1080,1925,0,2012-08-15
274165,4,BAYSIDE,6026,59,,A5,32-13 JORDAN STREET,11358,0,1958,1065,1925,515000,2012-03-27
274166,4,BAYSIDE,6029,1,,A1,29-01 202ND   STREET,11360,0,2500,1368,1930,550000,2012-07-05
274167,4,BAYSIDE,6031,32,,A5,201-17 33RD   AVENUE,11361,0,1900,1230,1935,390000,2012-07-30
274168,4,BAYSIDE,6031,49,,A5,32-33 201ST STREET,11361,0,1958,1080,1935,460000,2012-09-01
274169,4,BAYSIDE,6031,57,,A5,32-17 201ST STREET,11361,0,1958,1080,1935,505000,2012-04-06
274170,4,BAYSIDE,6032,13,,A5,32-16 203RD   STREET,11361,0,1958,1080,1920,420000,2012-01-24
274171,4,BAYSIDE,6032,42,,A5,32-47 202ND STREET,11361,0,1958,1080,1920,0,2012-11-14
274172,4,BAYSIDE,6033,4,,A0,203-08 32ND   AVENUE,11361,0,4275,1415,1940,0,2012-04-17
274173,4,BAYSIDE,6033,17,,A5,32-24 204TH STREET,11361,0,1805,1065,1930,190000,2012-01-30
274174,4,BAYSIDE,6033,18,,A5,32-26 204TH STREET,11361,0,1860,1065,1930,0,2012-08-02
274175,4,BAYSIDE,6033,27,,A5,32-44 204TH STREET,11361,0,1958,1065,1930,510000,2012-07-24
274176,4,BAYSIDE,6033,41,,A5,32-49 203 STREET,11361,0,2258,1065,1930,350000,2012-05-25
274177,4,BAYSIDE,6033,42,,A5,32-47 203RD STREET,11361,0,1958,1065,1930,467000,2012-11-26
274178,4,BAYSIDE,6037,57,,A5,32-17 204TH STREET,11361,0,1860,1050,1930,497000,2012-08-15
274179,4,BAYSIDE,6037,58,,A5,32-15 204TH   STREET,11361,0,1860,1050,1930,0,2012-12-06
274180,4,BAYSIDE,6037,58,,A5,32-15 204TH STREET,11361,0,1860,1050,1930,478000,2012-06-22
274181,4,BAYSIDE,6038,1,,A0,205-04 32ND AVE,11361,0,4000,1174,1945,600000,2012-09-07
274182,4,BAYSIDE,6042,22,,A2,208-42 30TH AVENUE,11360,0,6649,1615,1950,870000,2012-04-06
274183,4,BAYSIDE,6043,47,,A0,32-39 CLEARVIEW EXPRESSWAY,11361,0,4200,1166,1945,570000,2012-05-24
274184,4,BAYSIDE,6050,5,,A1,29-27 210TH   PLACE,11360,0,10000,1403,1920,0,2012-03-30
274185,4,BAYSIDE,6050,5,,A1,29-27 210TH   PLACE,11360,0,10000,1403,1920,0,2012-03-30
274186,4,BAYSIDE,6050,39,,A2,210-17 32ND AVENUE,11361,0,5500,2476,1955,0,2012-09-24
274187,4,BAYSIDE,6052,20,,A0,212-08 29TH   AVENUE,11360,0,4767,1240,1945,0,2012-05-30
274188,4,BAYSIDE,6054,4,,A2,29-49 BELL BOULEVARD,11360,0,4680,2265,1955,0,2012-04-27
274189,4,BAYSIDE,6055,97,,A1,214-15 33RD   AVENUE,11361,0,8000,1992,1940,0,2012-08-28
274190,4,BAYSIDE,6056,28,,A1,29-05 214TH PLACE,11360,0,11250,2280,1940,1250000,2012-11-21
274191,4,BAYSIDE,6056,36,,A1,21430 29TH AVE,11360,0,5334,2012,1940,840000,2012-03-23
274192,4,BAYSIDE,6057,3,,A3,29-53 215 STREET,11360,0,5914,3000,2007,1518000,2012-05-01
274193,4,BAYSIDE,6057,70,,A1,29-54 215TH   PLACE,11360,0,17832,2544,1920,1515000,2012-08-01
274194,4,BAYSIDE,6059,134,,A2,21631 31ST ROAD,11360,0,3920,1092,1960,0,2012-11-17
274195,4,BAYSIDE,6059,167,,A1,216-38 31ST   ROAD,11360,0,3960,1732,1960,765000,2012-12-21
274196,4,BAYSIDE,6061,36,,A1,32-24 212TH STREET,11361,0,5700,1008,1939,479000,2012-12-04
274197,4,BAYSIDE,6061,40,,A0,32-30 212TH   STREET,11361,0,4900,953,1950,635000,2012-12-27
274198,4,BAYSIDE,6062,46,,A1,3236 213 STREET,11361,0,4500,1136,1940,0,2012-03-04
274199,4,BAYSIDE,6063,47,,A5,32-36 BELL BLVD,11361,0,1900,1640,1940,517500,2012-04-18
274200,4,BAYSIDE,6063,53,,A5,32-48 BELL BOULEVARD,11361,0,1920,1040,1940,50000,2012-10-25
274201,4,BAYSIDE,6075,23,,A5,33-36 200TH STREET,11361,0,1842,1080,1930,524000,2012-05-01
274202,4,BAYSIDE,6075,32,,A5,199-31 34TH AVE,11358,0,1888,1230,1930,494000,2012-12-27
274203,4,BAYSIDE,6075,33,,A5,199-29 34TH AVENUE,11358,0,1888,1080,1930,365000,2012-12-28
274204,4,BAYSIDE,6075,42,,A5,33-23 JORDAN STREET,11358,0,1842,1080,1930,0,2012-02-06
274205,4,BAYSIDE,6075,48,,A5,33-11 JORDAN STREET,11358,0,2200,1080,1930,470000,2012-03-15
274206,4,BAYSIDE,6076,9,,A5,200-18 33RD AVENUE,11361,0,1888,1190,1930,0,2012-12-17
274207,4,BAYSIDE,6078,64,,A1,34-31 JORDAN STREET,11358,0,2450,1290,1920,0,2012-12-23
274208,4,BAYSIDE,6078,65,,A1,34-29 JORDAN STREET,11358,0,2450,1290,1920,530000,2012-02-08
274209,4,BAYSIDE,6079,65,,A1,34-25 200TH   STREET,11361,0,2400,1187,1940,0,2012-04-25
274210,4,BAYSIDE,6079,66,,A1,34-23 200TH   STREET,11361,0,2400,1187,1940,0,2012-04-10
274211,4,BAYSIDE,6080,21,,A0,34-38 202 STREET,11361,0,4000,1928,1945,0,2012-03-14
274212,4,BAYSIDE,6081,23,,A5,33-36 202ND STREET,11361,0,1842,1305,1930,0,2012-02-23
274213,4,BAYSIDE,6081,27,,A5,201-15 34TH AVENUE,11361,0,1888,1065,1930,475000,2012-11-19
274214,4,BAYSIDE,6081,34,,A5,201-01 34TH AVENUE,11361,0,1888,1169,1930,433000,2012-04-20
274215,4,BAYSIDE,6082,1,,A5,202-02 33RD   AVENUE,11361,0,1888,1357,1930,495000,2012-09-04
274216,4,BAYSIDE,6082,47,,A5,33-13 202ND   STREET,11361,0,1842,1065,1930,385000,2012-11-21
274217,4,BAYSIDE,6083,47,,A5,33-13 203RD STREET,11361,0,1750,1080,1930,385000,2012-12-17
274218,4,BAYSIDE,6085,18,,A0,34-28 204TH   STREET,11361,0,4038,1102,1950,510000,2012-08-06
274219,4,BAYSIDE,6087,46,,A0,33-15 205 STREET,11361,0,4400,989,1950,0,2012-12-07
274220,4,BAYSIDE,6089,8,,A0,34-16 205TH   STREET,11361,0,4030,1178,1945,545000,2012-06-15
274221,4,BAYSIDE,6090,20,,A0,34-28 CLEARVIEW EXPWY SR W,11361,0,4342,1497,1950,522000,2012-12-03
274222,4,BAYSIDE,6092,25,,A1,20719 34TH AVENUE,11361,0,2310,1284,1935,0,2012-08-09
274223,4,BAYSIDE,6092,35,,A2,33-35 207TH   STREET,11361,0,3842,1838,1925,0,2012-05-09
274224,4,BAYSIDE,6093,24,,A1,208-19 34TH AVE,11361,0,2310,1283,1925,0,2012-04-06
274225,4,BAYSIDE,6096,11,,A1,34-12 208TH STREET,11361,0,3000,1252,1925,300000,2012-03-01
274226,4,BAYSIDE,6107,32,,A1,210-07 34TH   ROAD,11361,0,4000,1651,1935,0,2012-01-06
274227,4,BAYSIDE,6111,15,,A2,211-30 34TH   ROAD,11361,0,4000,2349,1980,850000,2012-05-16
274228,4,BAYSIDE,6112,79,,A1,34-01 213TH STREET,11361,0,3800,1477,1940,738000,2012-06-27
274229,4,BAYSIDE,6116,52,,A2,213-49 34TH ROAD,11361,0,3827,1931,1970,0,2012-08-01
274230,4,BAYSIDE,6120,42,,A3,215-10 33RD   AVENUE,11361,0,13272,2340,1975,1125000,2012-12-12
274231,4,BAYSIDE,6120,42,,A3,215-10 33RD AVENUE,11361,0,13272,2340,1975,0,2012-02-13
274232,4,BAYSIDE,6143,16,,A1,200-19 36TH AVENUE,11361,0,3000,1764,1940,580000,2012-03-28
274233,4,BAYSIDE,6145,14,,A1,36-18 201ST   STREET,11361,0,2300,1328,1930,485000,2012-04-23
274234,4,BAYSIDE,6146,6,,A1,201-10 36TH AVENUE,11361,0,3000,1978,1930,660000,2012-08-10
274235,4,BAYSIDE,6146,22,,A1,3632 202ND STREET,11361,0,3500,1888,1920,0,2012-03-17
274236,4,BAYSIDE,6146,22,,A1,36-32 202ND   STREET,11361,0,3500,1888,1920,0,2012-01-25
274237,4,BAYSIDE,6151,42,,A1,36-25 202 STREET,11361,0,3000,2489,1935,0,2012-03-01
274238,4,BAYSIDE,6152,24,,A2,36-36 204TH STREET,11361,0,4387,1104,1950,565000,2012-06-11
274239,4,BAYSIDE,6157,38,,A1,35-27 208TH   STREET,11361,0,6000,1996,1950,472500,2012-02-21
274240,4,BAYSIDE,6157,45,,A1,35-15 208TH   STREET,11361,0,4000,1960,1950,970000,2012-09-27
274241,4,BAYSIDE,6157,45,,A1,35-15 208TH STREET,11361,0,4000,1960,1950,1087500,2012-03-02
274242,4,BAYSIDE,6159,29,,A1,36-46 208TH STREET,11361,0,6000,2908,1950,700000,2012-12-28
274243,4,BAYSIDE,6159,29,,A1,36-46 208TH STREET,11361,0,6000,2908,1950,0,2012-12-28
274244,4,BAYSIDE,6161,1,,A2,209-04 35TH AVENUE,11361,0,3411,1150,1960,0,2012-01-19
274245,4,BAYSIDE,6164,34,,A1,209-07 38TH   AVENUE,11361,0,6000,1812,1920,0,2012-06-01
274246,4,BAYSIDE,6167,28,,A1,35-37 211TH STREET,11361,0,6000,2508,1910,650000,2012-09-21
274247,4,BAYSIDE,6167,28,,A1,35-37 211TH   STREET,11361,0,6000,2508,1910,0,2012-01-26
274248,4,BAYSIDE,6176,45,,A1,213-41 38TH   AVENUE,11361,0,4000,1608,1930,721000,2012-04-18
274249,4,BAYSIDE,6178,14,,A2,36-16 215TH STREET,11361,0,3300,966,1960,460000,2012-08-21
274250,4,BAYSIDE,6178,14,,A2,36-16 215 STREET,11361,0,3300,966,1960,1,2012-04-25
274251,4,BAYSIDE,6178,49,,A1,36-19 214TH PLACE,11361,0,4000,1724,1920,597000,2012-11-20
274252,4,BAYSIDE,6178,49,,A1,36-19 214TH PLACE,11361,0,4000,1724,1920,0,2012-05-02
274253,4,BAYSIDE,6181,16,,A5,35-32 217 STREET,11361,0,1805,1292,1960,398000,2012-08-16
274254,4,BAYSIDE,6184,54,,A1,3609 216 STREET,11361,0,4000,1600,1910,565000,2012-08-28
274255,4,BAYSIDE,6186,68,,A1,218-05 36TH   AVENUE,11361,0,3300,1510,1925,0,2012-09-01
274256,4,BAYSIDE,6189,25,,A3,36-28 219TH   STREET,11361,0,7500,2032,1950,0,2012-02-10
274257,4,BAYSIDE,6190,9,,A2,219-18 36TH AVENUE,11361,0,5300,2089,1960,0,2012-12-12
274258,4,BAYSIDE,6190,9,,A2,219-18 36TH   AVENUE,11361,0,5300,2089,1960,0,2012-10-04
274259,4,BAYSIDE,6190,9,,A2,219-18 36 AVENUE,11361,0,5300,2089,1960,0,2012-01-05
274260,4,BAYSIDE,6190,18,,A1,36-24 221ST   STREET,11361,0,4496,2756,1960,0,2012-11-19
274261,4,BAYSIDE,6191,1,,A1,221-04 CORBETT ROAD,11361,0,10000,4665,1901,0,2012-09-10
274262,4,BAYSIDE,6191,16,,A1,35-36 222ND STREET,11361,0,5000,3978,1970,287738,2012-12-05
274263,4,BAYSIDE,6192,58,,A3,35-25 223RD   STREET,11361,0,13360,4542,1901,0,2012-07-30
274264,4,BAYSIDE,6192,87,,A1,222-09 37 AVENUE,11361,0,4459,3080,1960,570000,2012-03-20
274265,4,BAYSIDE,6194,10,,A1,37-18 222ND   STREET,11361,0,5000,2650,1910,790000,2012-10-16
274266,4,BAYSIDE,6195,1,,A2,38-05 222ND STREET,11361,0,10000,2854,1955,0,2012-11-15
274267,4,BAYSIDE,6195,1,,A2,38-05 222ND STREET,11361,0,10000,2854,1955,965000,2012-11-15
274268,4,BAYSIDE,6195,1,,A2,38-05 222 STREET,11361,0,10000,2854,1955,825000,2012-06-14
274269,4,BAYSIDE,6195,21,,A1,222-19 39TH AVENUE,11361,0,5000,1354,1920,0,2012-04-05
274270,4,BAYSIDE,6198,33,,A1,38-04 203RD   STREET,11361,0,4000,1608,1935,600000,2012-03-02
274271,4,BAYSIDE,6201,16,,A0,38-09 205TH   STREET,11361,0,4100,1458,1945,0,2012-02-22
274272,4,BAYSIDE,6206,14,,A1,40-35 203RD   STREET,11361,0,4000,1666,1920,0,2012-08-10
274273,4,BAYSIDE,6206,45,,A1,40-26 204TH   STREET,11361,0,4000,2721,1920,615000,2012-06-28
274274,4,BAYSIDE,6208,36,,A0,40-04 CLEARVIEW EXPWY SR W,11361,0,4700,1080,1950,0,2012-04-01
274275,4,BAYSIDE,6209,6,,A1,204-14 39TH AVENUE,11361,0,5300,1304,1970,0,2012-04-21
274276,4,BAYSIDE,6211,24,,A1,207-16 38TH   AVENUE,11361,0,6242,1828,1920,770000,2012-08-02
274277,4,BAYSIDE,6220,42,,A1,38-36 CORPORAL KENNEDY ST,11361,0,8742,2488,1920,870000,2012-04-23
274278,4,BAYSIDE,6221,4,,A1,38-35 CORPORAL KENNEDY STR,11361,0,4000,1240,1920,0,2012-07-20
274279,4,BAYSIDE,6222,17,,A1,38-07 210TH STREET,11361,0,5242,2366,1920,840000,2012-02-01
274280,4,BAYSIDE,6222,20,,A1,210-06 38TH   AVENUE,11361,0,5000,2650,2004,1065000,2012-06-14
274281,4,BAYSIDE,6233,8,,A1,38-27 212TH   STREET,11361,0,4400,2084,1920,740000,2012-06-06
274282,4,BAYSIDE,6239,40,,A1,38-34 214 PLACE,11361,0,4500,2354,1920,1,2012-10-02
274283,4,BAYSIDE,6239,40,,A1,38-34 214TH   PLACE,11361,0,4500,2354,1920,1,2012-05-04
274284,4,BAYSIDE,6240,26,,A1,38-10 215TH STREET,11361,0,6250,1278,1920,159515,2012-12-12
274285,4,BAYSIDE,6240,26,,A1,38-10 215TH STREET,11361,0,6250,1278,1920,0,2012-08-13
274286,4,BAYSIDE,6242,34,,A5,214-11 40TH   AVENUE,11361,0,1767,1589,1955,500000,2012-11-27
274287,4,BAYSIDE,6245,42,,A1,38-15 215TH   PLACE,11361,0,4000,1584,1930,555000,2012-02-23
274288,4,BAYSIDE,6246,9,,A1,216-18 38TH   AVENUE,11361,0,5000,1902,1930,540000,2012-10-19
274289,4,BAYSIDE,6247,25,,A1,39-18 215TH   PLACE,11361,0,4000,1858,1930,0,2012-05-23
274291,4,BAYSIDE,6251,4,,A1,218-10 38TH AVENUE,11361,0,4000,1760,1930,660000,2012-08-27
274292,4,BAYSIDE,6252,31,,A2,219-03 39TH AVENUE,11361,0,5000,2496,1960,738000,2012-06-01
274293,4,BAYSIDE,6253,1,,A2,38-05 220TH   STREET,11361,0,4694,2028,1960,880000,2012-11-16
274294,4,BAYSIDE,6260,24,,A1,42-34 203RD   STREET,11361,0,6000,1912,1920,740625,2012-08-14
274295,4,BAYSIDE,6271,46,,A0,42-29 207TH STREET,11361,0,4000,1110,1950,615000,2012-03-14
274296,4,BAYSIDE,6307,1,,A1,216-03 43RD AVE,11361,0,3500,1250,1955,0,2012-04-06
274297,4,BAYSIDE,6307,54,,A1,216-07 43RD AVENUE,11361,0,3500,1250,1955,638000,2012-09-26
274298,4,BAYSIDE,6312,12,,A1,40-12 219TH   STREET,11361,0,4650,2320,1935,695000,2012-05-23
274299,4,BAYSIDE,6314,17,,A1,40-22 221ST STREET,11361,0,3902,1489,1930,0,2012-06-07
274300,4,BAYSIDE,6314,20,,S1,40-32 221ST   STREET,11361,1,4539,2232,1960,520000,2012-04-05
274301,4,BAYSIDE,6317,30,,A1,41-38 220TH   STREET,11361,0,4000,1470,1940,734500,2012-07-02
274302,4,BAYSIDE,6317,30,,A1,41-38 220TH   STREET,11361,0,4000,1470,1940,0,2012-03-30
274303,4,BAYSIDE,6319,16,,A0,41-37 220TH   PLACE,11361,0,4240,1564,1945,640000,2012-09-19
274304,4,BAYSIDE,6321,49,,A1,43-19 218TH   STREET,11361,0,1917,1005,1920,0,2012-04-04
274305,4,BAYSIDE,6323,17,,S1,43-24 220TH   PLACE,11361,1,6100,2650,1920,1050000,2012-08-01
274306,4,BAYSIDE,6326,28,,A2,222-11 43RD   AVENUE,11361,0,4000,2582,1955,825000,2012-07-26
274307,4,BAYSIDE,6327,17,,A1,43-03 221ST   STREET,11361,0,2998,1300,1965,505000,2012-07-24
274308,4,BAYSIDE,6339,96,,A1,40-24 222ND   STREET,11361,0,11900,2640,1930,950000,2012-12-19
274309,4,BAYSIDE,6339,96,,A1,40-24 222ND STREET,11361,0,11900,2640,1930,0,2012-01-25
274310,4,BAYSIDE,6344,7,,A2,222-04 41ST AVENUE,11361,0,5000,3124,1955,0,2012-02-17
274311,4,BAYSIDE,6344,12,,A1,22216 41ST AVE,11361,0,4100,1856,1955,0,2012-01-16
274312,4,BAYSIDE,6344,35,,A2,222-19 41ST   ROAD,11361,0,4040,2324,1955,718700,2012-10-01
274313,4,BAYSIDE,7302,53,,A1,204-23 45TH   DRIVE,11361,0,2500,1280,1920,220000,2012-06-15
274314,4,BAYSIDE,7303,8,,A5,45-55 204TH STREET,11361,0,1980,1500,1945,0,2012-12-14
274315,4,BAYSIDE,7307,11,,A2,206-18 45TH   DRIVE,11361,0,4000,1365,1960,450000,2012-01-05
274316,4,BAYSIDE,7308,43,,A5,46-12 OCEANIA STREET,11361,0,2880,1280,1955,550000,2012-12-04
274317,4,BAYSIDE,7310,60,,A5,4539 OCEANIA STREET,11361,0,1860,1089,1945,499000,2012-06-07
274318,4,BAYSIDE,7310,113,,A5,209-36 45TH ROAD,11361,0,1900,760,1945,400000,2012-05-22
274319,4,BAYSIDE,7311,35,,A5,209-53 46TH AVE,11361,0,3700,1251,1960,0,2012-12-12
274320,4,BAYSIDE,7314,7,,V0,45-29 211TH STREET,11361,0,5000,0,1920,610000,2012-07-18
274321,4,BAYSIDE,7316,51,,A1,211-21 46TH ROAD,11361,0,4000,1615,1920,0,2012-04-09
274323,4,BAYSIDE,7317,32,,A0,46-36 206TH   STREET,11361,0,4000,1219,1935,0,2012-05-23
274324,4,BAYSIDE,7318,26,,A5,47-06 206TH ST,11361,0,2700,1024,1950,0,2012-04-12
274325,4,BAYSIDE,7319,116,,A5,204-36 47TH   ROAD,11361,0,2600,1024,1950,0,2012-04-12
274326,4,BAYSIDE,7320,66,,A5,207-03 47TH AVENUE,11361,0,2600,1024,1965,494000,2012-03-26
274327,4,BAYSIDE,7322,13,,A5,47-15 207TH   STREET,11361,0,2200,800,1955,355000,2012-06-08
274328,4,BAYSIDE,7322,115,,A5,207-04 47TH AVENUE,11361,0,2800,1440,1950,453000,2012-10-15
274329,4,BAYSIDE,7322,115,,A5,207-04 47TH AVENUE,11361,0,2800,1440,1950,0,2012-10-15
274330,4,BAYSIDE,7323,19,,A5,47-12 OCEANIA STREET,11361,0,2679,697,1901,322000,2012-08-20
274331,4,BAYSIDE,7323,24,,A1,47-24 OCEANIA STREET,11361,0,4152,850,1920,480000,2012-10-10
274332,4,BAYSIDE,7323,24,,A1,47-24 OCEANIA STREET,11361,0,4152,850,1920,480000,2012-04-06
274333,4,BAYSIDE,7325,33,,A5,46-38 BELL BOULEVARD,11361,0,1800,1332,1950,405000,2012-05-10
274334,4,BAYSIDE,7325,48,,A5,212-17 47TH   AVENUE,11361,0,2394,896,1950,370000,2012-03-09
274335,4,BAYSIDE,7326,23,,A5,47-14 210 STREET,11361,0,1408,1120,1955,475000,2012-06-28
274336,4,BAYSIDE,7326,41,,A5,47-45 OCEANIA STREET,11361,0,1651,1120,1955,460000,2012-11-26
274337,4,BAYSIDE,7327,8,,A5,47-27A 210TH   STREET,11361,0,1408,1120,1950,0,2012-03-05
274338,4,BAYSIDE,7327,29,,A1,47-02 211 STREET,11361,0,3248,1400,1940,90000,2012-01-17
274339,4,BAYSIDE,7327,35,,A1,47-20 211TH   STREET,11361,0,3248,1440,1940,498000,2012-09-21
274340,4,BAYSIDE,7328,109,,A5,47-19 211TH   STREET,11361,0,2500,1312,1960,548000,2012-09-28
274341,4,BAYSIDE,7332,128,,A5,214-35 45TH   DRIVE,11361,0,1763,1578,1925,595000,2012-11-27
274342,4,BAYSIDE,7334,24,,A5,45-38 215TH   PLACE,11361,0,2833,1448,1930,502500,2012-05-15
274343,4,BAYSIDE,7334,26,,A5,45-44 215TH   PLACE,11361,0,3400,1520,1930,636000,2012-03-02
274344,4,BAYSIDE,7334,26,,A5,45-44 215TH   PLACE,11361,0,3400,1520,1930,636000,2012-03-02
274345,4,BAYSIDE,7334,44,,A5,45-47 215TH   STREET,11361,0,1800,880,1955,378000,2012-04-13
274346,4,BAYSIDE,7334,57,,A5,45-19 215 STREET,11361,0,2017,1408,1930,450000,2012-04-04
274347,4,BAYSIDE,7334,59,,A5,4515 215 STREET,11361,0,2017,1488,1930,480000,2012-03-12
274348,4,BAYSIDE,7335,23,,A5,45-34 216TH ST,11361,0,3290,1628,1950,497888,2012-12-03
274349,4,BAYSIDE,7335,50,,A5,45-29 215TH PLACE,11361,0,2924,1672,1935,532000,2012-02-27
274350,4,BAYSIDE,7336,32,,A5,45-50 217TH   STREET,11361,0,2650,1122,1955,0,2012-02-13
274351,4,BAYSIDE,7336,34,,A5,45-52 217 ST,11361,0,2511,1122,1955,10,2012-07-17
274352,4,BAYSIDE,7337,25,,A5,45-53 217TH   STREET,11361,0,2650,1336,1955,575000,2012-05-10
274353,4,BAYSIDE,7337,44,,A5,45-34 218 STREET,11361,0,2700,1326,1955,0,2012-06-18
274354,4,BAYSIDE,7337,49,,A5,45-24 218TH   STREET,11361,0,2700,1122,1955,530000,2012-09-18
274355,4,BAYSIDE,7338,59,,A0,45-23 218TH   STREET,11361,0,4000,1445,1950,630000,2012-12-18
274356,4,BAYSIDE,7339,22,,A5,214-17 46TH   ROAD,11361,0,1800,1224,1950,510000,2012-09-18
274357,4,BAYSIDE,7340,9,,A5,214-18 46TH ROAD,11361,0,1800,1224,1950,438000,2012-12-27
274358,4,BAYSIDE,7341,43,,A5,46-21 215TH STREET,11361,0,1800,1224,1950,0,2012-04-23
274359,4,BAYSIDE,7342,18,,A2,46-20 216TH   STREET,11361,0,5807,1222,1950,0,2012-08-10
274360,4,BAYSIDE,7343,19,,A5,46-24 217TH   STREET,11361,0,2742,1258,1950,0,2012-01-17
274361,4,BAYSIDE,7343,22,,A5,46-32 217TH STREET,11361,0,2742,1122,1950,0,2012-07-14
274362,4,BAYSIDE,7344,12,,A5,46-21 217TH STREET,11361,0,2658,1122,1965,553000,2012-08-06
274363,4,BAYSIDE,7344,28,,A2,46-36 218TH STREET,11361,0,3950,2054,1955,663000,2012-06-11
274364,4,BAYSIDE,7344,36,,A2,46-20 218TH   STREET,11361,0,4000,2054,1955,658000,2012-12-26
274365,4,BAYSIDE,7345,20,,A2,46-32 SPRINGFIELD BLVD,11361,0,4000,2054,1955,0,2012-06-16
274366,4,BAYSIDE,7345,38,,A2,46-31 218TH   STREET,11361,0,4000,1174,1955,146775,2013-01-01
274367,4,BAYSIDE,7345,38,,A2,46-31 218TH   STREET,11361,0,4000,1174,1955,146775,2013-01-01
274368,4,BAYSIDE,7347,38,,A5,47-37 215TH STREET,11361,0,1800,1438,1950,520000,2012-05-30
274369,4,BAYSIDE,7350,28,,A5,47-12 SPRINGFIELD BLVD,11361,0,2914,1260,1955,0,2012-06-15
274370,4,BAYSIDE,7351,37,,A2,217-15 48TH   AVENUE,11364,0,4000,1177,1960,0,2012-12-01
274371,4,BAYSIDE,7352,16,,A0,47-28 201ST STREET,11361,0,4042,1442,1950,567625,2012-05-01
274372,4,BAYSIDE,7352,30,,A0,47-35 FRANCIS LEWIS BOULEV,11361,0,3880,1105,1950,525000,2012-02-13
274373,4,BAYSIDE,7354,76,,A5,47-41 202ND   STREET,11361,0,2000,1831,1965,0,2012-10-12
274374,4,BAYSIDE,7354,76,,A5,47-41 202ND STREET,11361,0,2000,1831,1965,542000,2012-09-13
274375,4,BAYSIDE,7359,40,,A1,49-01 FRANCIS LEWIS BLVD,11364,0,2910,1530,1950,488000,2012-09-01
274376,4,BAYSIDE,7361,5,,A1,202-12 48TH   AVENUE,11364,0,4000,1820,1935,566000,2012-04-24
274377,4,BAYSIDE,7365,61,,A1,48-17 206TH STREET,11364,0,2900,1640,1920,510000,2012-01-13
274378,4,BAYSIDE,7366,67,,A9,48-19 207 STREET,11364,0,4000,1053,1935,515000,2012-12-21
274379,4,BAYSIDE,7367,7,,A1,48-04 OCEANIA STREET,11364,0,3600,1250,1960,710000,2012-06-08
274380,4,BAYSIDE,7367,10,,A1,48-12 OCEANIA STREET,11364,0,2800,1562,1960,0,2012-10-26
274381,4,BAYSIDE,7369,31,,A2,48-53 210TH STREET,11364,0,6840,1194,1950,200000,2012-08-23
274382,4,BAYSIDE,7369,37,,A2,210-09 50TH AVE.,11364,0,4250,1184,1950,0,2012-10-22
274383,4,BAYSIDE,7369,56,,A1,48-26 211TH STREET,11364,0,3965,1196,1935,655000,2012-07-25
274384,4,BAYSIDE,7369,71,,A1,48-56 211TH   STREET,11364,0,3944,1229,1935,0,2012-10-05
274385,4,BAYSIDE,7370,13,,A1,48-14 212TH   STREET,11364,0,4000,2284,1935,705000,2012-12-10
274386,4,BAYSIDE,7371,21,,A0,48-30 213TH STREET,11364,0,4000,1881,1937,590000,2012-10-26
274387,4,BAYSIDE,7372,56,,A1,48-31 213TH STREET,11364,0,4000,1486,1940,623000,2012-07-24
274388,4,BAYSIDE,7377,18,,A5,50-34 201ST   STREET,11364,0,2500,1024,1955,420000,2012-12-04
274389,4,BAYSIDE,7377,60,,A5,50-03 FRANCIS LEWIS BLVD,11364,0,2619,1224,1955,500000,2012-11-19
274390,4,BAYSIDE,7378,48,,A5,50-27 201ST   STREET,11364,0,2500,896,1950,407500,2012-03-30
